Date,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Buying price,Tax 5%,Selling price,Paymentmode,Profit percentage,profit,Rating
1/9/2019,305-89-2768,Cairo,Mandalay,Member,Female,Home and lifestyle,21.9,3,65.7,26.1415,68.985,Ewallet,5,3.285,4.7
2/25/2019,574-80-1489,Cairo,Mandalay,Member,Female,Food and beverages,62.85,4,251.4,26.1415,263.97,Ewallet,5,12.57,8.7
1/13/2019,784-08-0310,Giza,Naypyitaw,Member,Female,Food and beverages,21.04,4,84.16,26.1415,88.368,Cash,5,4.208,7.6
2/9/2019,200-40-6154,Cairo,Mandalay,Member,Male,Home and lifestyle,65.91,6,395.46,26.1415,415.233,Cash,5,19.773,5.7
1/6/2019,846-10-0341,Alex,Yangon,Normal,Female,Fashion accessories,42.57,7,297.99,26.1415,312.8895,Cash,5,14.8995,6.8
1/10/2019,577-34-7579,Giza,Naypyitaw,Member,Male,Food and beverages,50.49,9,454.41,26.1415,477.1305,Cash,5,22.7205,5.4
2/7/2019,430-02-3888,Cairo,Mandalay,Normal,Male,Electronic accessories,46.02,6,276.12,26.1415,289.926,Cash,5,13.806,7.1
1/9/2019,867-47-1948,Giza,Naypyitaw,Normal,Female,Home and lifestyle,15.8,10,158,26.1415,165.9,Cash,5,7.9,7.8
2/19/2019,384-59-6655,Alex,Yangon,Member,Female,Food and beverages,98.66,9,887.94,26.1415,932.337,Cash,5,44.397,8.4
3/18/2019,256-58-3609,Giza,Naypyitaw,Member,Male,Fashion accessories,91.98,1,91.98,26.1415,96.579,Cash,5,4.599,9.8
2/5/2019,324-92-3863,Alex,Yangon,Member,Male,Electronic accessories,20.89,2,41.78,26.1415,43.869,Cash,5,2.089,9.8
3/19/2019,593-08-5916,Alex,Yangon,Normal,Female,Fashion accessories,15.5,1,15.5,26.1415,16.275,Credit card,5,0.775,7.4
3/30/2019,364-34-2972,Giza,Naypyitaw,Member,Male,Electronic accessories,96.82,3,290.46,26.1415,304.983,Cash,5,14.523,6.7
1/26/2019,794-42-3736,Cairo,Mandalay,Normal,Male,Food and beverages,33.33,2,66.66,26.1415,69.993,Credit card,5,3.333,6.4
3/2/2019,172-42-8274,Cairo,Mandalay,Normal,Female,Electronic accessories,38.27,2,76.54,26.1415,80.367,Credit card,5,3.827,5.8
3/4/2019,558-60-5016,Alex,Yangon,Normal,Female,Home and lifestyle,33.3,9,299.7,26.1415,314.685,Ewallet,5,14.985,7.2
1/13/2019,195-06-0432,Alex,Yangon,Member,Male,Home and lifestyle,81.01,3,243.03,26.1415,255.1815,Credit card,5,12.1515,9.3
3/25/2019,605-03-2706,Alex,Yangon,Normal,Female,Health and beauty,15.8,3,47.4,26.1415,49.77,Cash,5,2.37,9.5
3/11/2019,214-30-2776,Cairo,Mandalay,Member,Female,Electronic accessories,34.49,5,172.45,26.1415,181.0725,Credit card,5,8.6225,9
1/1/2019,746-04-1077,Cairo,Mandalay,Member,Female,Food and beverages,84.63,10,846.3,26.1415,888.615,Credit card,5,42.315,9
2/10/2019,448-34-8700,Cairo,Mandalay,Member,Male,Home and lifestyle,36.91,7,258.37,26.1415,271.2885,Ewallet,5,12.9185,6.7
1/26/2019,452-04-8808,Cairo,Mandalay,Normal,Male,Electronic accessories,87.08,7,609.56,26.1415,640.038,Cash,5,30.478,5.5
2/11/2019,531-56-4728,Alex,Yangon,Normal,Male,Home and lifestyle,80.08,3,240.24,26.1415,252.252,Cash,5,12.012,5.4
2/7/2019,744-82-9138,Giza,Naypyitaw,Normal,Male,Fashion accessories,86.13,2,172.26,26.1415,180.873,Cash,5,8.613,8.2
3/6/2019,883-69-1285,Cairo,Mandalay,Member,Male,Fashion accessories,49.92,2,99.84,26.1415,104.832,Credit card,5,4.992,7
3/4/2019,221-25-5073,Alex,Yangon,Normal,Female,Food and beverages,74.66,4,298.64,26.1415,313.572,Cash,5,14.932,8.5
2/26/2019,518-71-6847,Cairo,Mandalay,Member,Male,Food and beverages,26.6,6,159.6,26.1415,167.58,Ewallet,5,7.98,4.9
3/10/2019,156-20-0370,Cairo,Mandalay,Normal,Female,Electronic accessories,25.45,1,25.45,26.1415,26.7225,Credit card,5,1.2725,5.1
2/4/2019,151-33-7434,Cairo,Mandalay,Normal,Female,Food and beverages,67.77,1,67.77,26.1415,71.1585,Credit card,5,3.3885,6.5
1/19/2019,728-47-9078,Giza,Naypyitaw,Member,Male,Food and beverages,59.59,4,238.36,26.1415,250.278,Cash,5,11.918,9.8
1/23/2019,809-46-1866,Alex,Yangon,Normal,Male,Health and beauty,58.15,4,232.6,26.1415,244.23,Cash,5,11.63,8.4
3/14/2019,139-32-4183,Alex,Yangon,Member,Female,Sports and travel,97.48,9,877.32,26.1415,921.186,Ewallet,5,43.866,7.4
1/23/2019,148-41-7930,Giza,Naypyitaw,Normal,Male,Health and beauty,99.96,7,699.72,26.1415,734.706,Cash,5,34.986,6.1
1/9/2019,189-40-5216,Giza,Naypyitaw,Normal,Male,Electronic accessories,96.37,7,674.59,26.1415,708.3195,Cash,5,33.7295,6
2/7/2019,374-38-5555,Cairo,Mandalay,Normal,Female,Fashion accessories,63.71,5,318.55,26.1415,334.4775,Ewallet,5,15.9275,8.5
2/18/2019,764-44-8999,Cairo,Mandalay,Normal,Female,Health and beauty,14.76,2,29.52,26.1415,30.996,Ewallet,5,1.476,4.3
1/3/2019,552-44-5977,Cairo,Mandalay,Member,Male,Health and beauty,62,8,496,26.1415,520.8,Credit card,5,24.8,6.2
3/29/2019,267-62-7380,Giza,Naypyitaw,Member,Male,Electronic accessories,82.34,10,823.4,26.1415,864.57,Ewallet,5,41.17,4.3
1/28/2019,430-53-4718,Cairo,Mandalay,Member,Male,Health and beauty,75.37,8,602.96,26.1415,633.108,Credit card,5,30.148,8.4
3/22/2019,886-18-2897,Alex,Yangon,Normal,Female,Food and beverages,56.56,5,282.8,26.1415,296.94,Credit card,5,14.14,4.5
1/24/2019,602-16-6955,Cairo,Mandalay,Normal,Female,Sports and travel,76.6,10,766,26.1415,804.3,Ewallet,5,38.3,6
3/10/2019,745-74-0715,Alex,Yangon,Normal,Male,Electronic accessories,58.03,2,116.06,26.1415,121.863,Ewallet,5,5.803,8.8
2/22/2019,690-01-6631,Cairo,Mandalay,Normal,Male,Fashion accessories,17.49,10,174.9,26.1415,183.645,Ewallet,5,8.745,6.6
2/18/2019,652-49-6720,Giza,Naypyitaw,Member,Female,Electronic accessories,60.95,1,60.95,26.1415,63.9975,Ewallet,5,3.0475,5.9
1/29/2019,233-67-5758,Giza,Naypyitaw,Normal,Male,Health and beauty,40.35,1,40.35,26.1415,42.3675,Ewallet,5,2.0175,6.2
3/2/2019,303-96-2227,Cairo,Mandalay,Normal,Female,Home and lifestyle,97.38,10,973.8,26.1415,1022.49,Ewallet,5,48.69,4.4
2/9/2019,727-02-1313,Alex,Yangon,Member,Male,Food and beverages,31.84,1,31.84,26.1415,33.432,Cash,5,1.592,7.7
2/22/2019,347-56-2442,Alex,Yangon,Normal,Male,Home and lifestyle,65.82,1,65.82,26.1415,69.111,Cash,5,3.291,4.1
2/18/2019,849-09-3807,Alex,Yangon,Member,Female,Fashion accessories,88.34,7,618.38,26.1415,649.299,Cash,5,30.919,6.6
